timepoint,zone,wind,solar,curtailment
11,302,0.0,0.0,0
11,303,0.0,0.0,0
11,304,0.0,0.0,0
11,305,0.0,0.0,0
11,306,0.0,0.0,0
11,307,0.0,0.0,0
11,308,0.0,0.0,0
11,309,0.0,0.0,0
11,310,0.0,0.0,0
11,311,0.0,0.0,0
11,312,0.0,0.0,0
11,313,0.0,0.0,0
11,314,0.0,0.0,0
11,315,0.0,0.0,0
11,316,0.0,0.0,0
11,317,0.0,0.0,0
11,318,0.0,0.0,0
11,319,0.0,0.0,0
11,320,0.0,0.0,0
11,321,0.0,0.0,0
11,322,0.0,0.0,0
11,323,0.0,0.0,0
11,324,0.0,0.0,0
11,325,0.0,0.0,0
12,101,0.0,0.0,0
12,102,0.0,0.0,0
12,103,0.0,0.0,0
12,104,0.0,0.0,0
12,105,0.0,0.0,0
12,106,0.0,0.0,0
12,107,0.0,0.0,0
12,108,0.0,0.0,0
12,109,0.0,0.0,0
12,110,0.0,0.0,0
12,111,0.0,0.0,0
12,112,0.0,0.0,0
12,113,0.0,0.0,0
12,114,0.0,0.0,0
12,115,0.0,0.0,0
12,116,0.0,0.0,0
12,117,0.0,0.0,0
12,118,0.0,0.0,0
12,119,0.0,0.0,0
12,120,0.0,0.0,0
12,121,0.0,0.0,0
12,122,0.0,0.0,0
12,123,0.0,0.0,0
12,124,0.0,0.0,0
12,201,0.0,0.0,0
12,202,0.0,0.0,0
12,203,0.0,0.0,0
12,204,0.0,0.0,0
12,205,0.0,0.0,0
12,206,0.0,0.0,0
12,207,0.0,0.0,0
12,208,0.0,0.0,0
12,209,0.0,0.0,0
12,210,0.0,0.0,0
12,211,0.0,0.0,0
12,212,0.0,0.0,0
12,213,0.0,0.0,0
12,214,0.0,0.0,0
12,215,0.0,0.0,0
12,216,0.0,0.0,0
12,217,0.0,0.0,0
12,218,0.0,0.0,0
12,219,0.0,0.0,0
12,220,0.0,0.0,0
12,221,0.0,0.0,0
12,222,0.0,0.0,0
12,223,0.0,0.0,0
12,224,0.0,0.0,0
12,301,0.0,0.0,0
12,302,0.0,0.0,0
12,303,0.0,0.0,0
12,304,0.0,0.0,0
12,305,0.0,0.0,0
12,306,0.0,0.0,0
12,307,0.0,0.0,0
12,308,0.0,0.0,0
12,309,0.0,0.0,0
12,310,0.0,0.0,0
12,311,0.0,0.0,0
12,312,0.0,0.0,0
12,313,0.0,0.0,0
12,314,0.0,0.0,0
12,315,0.0,0.0,0
12,316,0.0,0.0,0
12,317,0.0,0.0,0
12,318,0.0,0.0,0
12,319,0.0,0.0,0
12,320,0.0,0.0,0
12,321,0.0,0.0,0
12,322,0.0,0.0,0
12,323,0.0,0.0,0
12,324,0.0,0.0,0
12,325,0.0,0.0,0
13,101,0.0,0.0,0
13,102,0.0,0.0,0
13,103,0.0,0.0,0
13,104,0.0,0.0,0
13,105,0.0,0.0,0
13,106,0.0,0.0,0
13,107,0.0,0.0,0
13,108,0.0,0.0,0
13,109,0.0,0.0,0
13,110,0.0,0.0,0
13,111,0.0,0.0,0
13,112,0.0,0.0,0
13,113,0.0,0.0,0
13,114,0.0,0.0,0
13,115,0.0,0.0,0
13,116,0.0,0.0,0
13,117,0.0,0.0,0
13,118,0.0,0.0,0
13,119,0.0,0.0,0
13,120,0.0,0.0,0
13,121,0.0,0.0,0
13,122,0.0,0.0,0
13,123,0.0,0.0,0
13,124,0.0,0.0,0
13,201,0.0,0.0,0
13,202,0.0,0.0,0
13,203,0.0,0.0,0
13,204,0.0,0.0,0
13,205,0.0,0.0,0
13,206,0.0,0.0,0
13,207,0.0,0.0,0
13,208,0.0,0.0,0
13,209,0.0,0.0,0
13,210,0.0,0.0,0
13,211,0.0,0.0,0
13,212,0.0,0.0,0
13,213,0.0,0.0,0
13,214,0.0,0.0,0
13,215,0.0,0.0,0
13,216,0.0,0.0,0
13,217,0.0,0.0,0
13,218,0.0,0.0,0
13,219,0.0,0.0,0
13,220,0.0,0.0,0
13,221,0.0,0.0,0
13,222,0.0,0.0,0
13,223,0.0,0.0,0
13,224,0.0,0.0,0
13,301,0.0,0.0,0
13,302,0.0,0.0,0
13,303,0.0,0.0,0
13,304,0.0,0.0,0
13,305,0.0,0.0,0
13,306,0.0,0.0,0
13,307,0.0,0.0,0
13,308,0.0,0.0,0
13,309,0.0,0.0,0
13,310,0.0,0.0,0
13,311,0.0,0.0,0
13,312,0.0,0.0,0
13,313,0.0,0.0,0
13,314,0.0,0.0,0
13,315,0.0,0.0,0
13,316,0.0,0.0,0
13,317,0.0,0.0,0
13,318,0.0,0.0,0
13,319,0.0,0.0,0
13,320,0.0,0.0,0
13,321,0.0,0.0,0
13,322,0.0,0.0,0
13,323,0.0,0.0,0
13,324,0.0,0.0,0
13,325,0.0,0.0,0
14,101,0.0,0.0,0
14,102,0.0,0.0,0
14,103,0.0,0.0,0
14,104,0.0,0.0,0
14,105,0.0,0.0,0
14,106,0.0,0.0,0
14,107,0.0,0.0,0
14,108,0.0,0.0,0
14,109,0.0,0.0,0
14,110,0.0,0.0,0
14,111,0.0,0.0,0
14,112,0.0,0.0,0
14,113,0.0,0.0,0
14,114,0.0,0.0,0
14,115,0.0,0.0,0
14,116,0.0,0.0,0
14,117,0.0,0.0,0
14,118,0.0,0.0,0
14,119,0.0,0.0,0
14,120,0.0,0.0,0
14,121,0.0,0.0,0
14,122,0.0,0.0,0
14,123,0.0,0.0,0
14,124,0.0,0.0,0
14,201,0.0,0.0,0
14,202,0.0,0.0,0
14,203,0.0,0.0,0
14,204,0.0,0.0,0
14,205,0.0,0.0,0
14,206,0.0,0.0,0
14,207,0.0,0.0,0
14,208,0.0,0.0,0
14,209,0.0,0.0,0
14,210,0.0,0.0,0
14,211,0.0,0.0,0
14,212,0.0,0.0,0
14,213,0.0,0.0,0
14,214,0.0,0.0,0
14,215,0.0,0.0,0
14,216,0.0,0.0,0
14,217,0.0,0.0,0
14,218,0.0,0.0,0
14,219,0.0,0.0,0
14,220,0.0,0.0,0
14,221,0.0,0.0,0
14,222,0.0,0.0,0
14,223,0.0,0.0,0
14,224,0.0,0.0,0
