timepoint,zone,gross_load
8,313,133.92518190175437
8,314,98.04334071298244
8,315,160.20484023719297
8,316,50.53780449122806
8,317,0.0
8,318,168.29088895578946
8,319,91.47342612912279
8,320,64.68838974877191
8,321,0.0
8,322,0.0
8,323,0.0
8,324,0.0
8,325,0.0
9,301,58.629547629473684
9,302,52.65801963017543
9,303,97.71591271578947
9,304,40.172097449824555
9,305,38.5434989045614
9,306,73.82980071859649
9,307,67.85827271929824
9,308,92.83011708
9,309,95.00158180701753
9,310,105.85890544210527
9,311,0.0
9,312,0.0
9,313,143.85953816491227
9,314,105.31603926035086
9,315,172.08857961614035
9,316,54.28661817543859
9,317,0.0
9,318,180.77443852421052
9,319,98.25877889754385
9,320,69.4868712645614
9,321,0.0
9,322,0.0
9,323,0.0
9,324,0.0
9,325,0.0
10,301,61.44827585684211
10,302,55.189655167719295
10,303,102.41379309473685
10,304,42.1034482722807
10,305,40.39655172070175
10,306,77.37931033824562
10,307,71.1206896491228
10,308,97.29310344
10,309,99.56896550877192
10,310,110.94827585263158
10,311,0.0
10,312,0.0
10,313,150.77586205614034
10,314,110.37931033543859
10,315,180.36206895017543
10,316,56.89655171929824
10,317,0.0
10,318,189.46551722526317
10,319,102.98275861192981
10,320,72.82758620070175
10,321,0.0
10,322,0.0
10,323,0.0
10,324,0.0
10,325,0.0
11,301,64.42075292210527
11,302,57.85937993929824
11,303,107.36792153684212
11,304,44.14014552070176
11,305,42.35068016175439
11,306,81.12242960561404
11,307,74.56105662280702
11,308,101.99952546
11,309,104.38547927192982
11,310,116.31524833157896
11,311,0.0
11,312,0.0
11,313,158.06944004035088
11,314,115.71875987859649
11,315,189.0868395954386
11,316,59.64884529824561
11,317,0.0
11,318,198.6306548431579
11,319,107.96440998982456
11,320,76.35052198175438
11,321,0.0
11,322,0.0
11,323,0.0
11,324,0.0
11,325,0.0
12,301,65.3774122231579
12,302,58.718601718947376
12,303,108.96235370526317
12,304,44.79563430105264
12,305,42.97959507263158
12,306,82.32711168842107
12,307,75.66830118421053
12,308,103.51423602000001
12,309,105.93562165789474
12,310,118.04254984736845
12,311,0.0
12,312,0.0
12,313,160.41679851052632
12,314,117.43720343789475
12,315,191.89481180315792
12,316,60.53464094736842
12,317,0.0
12,318,201.58035435473687
12,319,109.56770011473685
12,320,77.48434041263158
12,321,0.0
12,322,0.0
12,323,0.0
12,324,0.0
12,325,0.0
13,301,65.83865866105263
13,302,59.13286935298245
13,303,109.73109776842105
13,304,45.111673527017544
13,305,43.28282189754386
13,306,82.90794053614036
13,307,76.20215122807016
13,308,104.24454288
13,309,106.68301171929824
13,310,118.87535591578948
13,311,0.0
13,312,0.0
13,313,161.54856060350878
13,314,118.2657387059649
13,315,193.24865551438594
13,316,60.961720982456136
13,317,0.0
13,318,203.00253087157895
13,319,110.3407149782456
13,320,78.03100285754385
13,321,0.0
13,322,0.0
13,323,0.0
13,324,0.0
13,325,0.0
14,301,66.53906992421054
14,302,59.761942431929825
14,303,110.89844987368421
14,304,45.59158494807018
14,305,43.74327745017544
14,306,83.78993990456141
14,307,77.0128124122807
14,308,105.35352738
14,309,107.81793737719298
14,310,120.13998736315791
14,311,0.0
14,312,0.0
14,313,163.2671623140351
14,314,119.52388486385965
14,315,195.30449227754386
14,316,61.61024992982456
14,317,0.0
14,318,205.1621322663158
14,319,111.51455237298245
14,320,78.86111991017543
14,321,0.0
14,322,0.0
14,323,0.0
14,324,0.0
14,325,0.0
15,301,66.29990509894738
15,302,59.547136987017545
15,303,110.49984183157895
15,304,45.42771275298245
15,305,43.58604872245614
15,306,83.48876938385965
15,307,76.73600127192982
15,308,104.97484974
15,309,107.43040178070174
15,310,119.70816198421053
15,311,0.0
15,312,0.0
15,313,162.68032269649123
15,314,119.09427397403509
15,315,194.60249922561403
15,316,61.388801017543855
15,317,0.0
15,318,204.42470738842107
15,319,111.11372984175438
15,320,78.57766530245614
15,321,0.0
15,322,0.0
15,323,0.0
15,324,0.0
15,325,0.0
16,301,65.12116418526315
16,302,58.48845301824561
16,303,108.53527364210527
16,304,44.620056941754385
16,305,42.81113571438596
16,306,82.0044289740351
16,307,75.37171780701753
16,308,103.10850995999999
16,309,105.52040492982455
16,310,117.57987977894737
16,311,0.0
16,312,0.0
16,313,159.78804175087717
16,314,116.97690603649121
16,315,191.14267635859647
16,316,60.29737424561403
16,317,0.0
16,318,200.79025623789474
16,319,109.1382473845614
16,320,77.18063903438596
16,321,0.0
16,322,0.0
16,323,0.0
16,324,0.0
16,325,0.0
17,301,63.78867447157896
17,302,57.29167984947369
17,303,106.31445745263159
17,304,43.707054730526316
17,305,41.93514710631579
17,306,80.32647896421054
17,307,73.82948434210526
17,308,100.99873458
17,309,103.36127807894736
17,310,115.17399557368422
17,311,0.0
17,312,0.0
17,313,156.51850680526317
17,314,114.58335969894738
17,315,187.23157229157894
17,316,59.06358747368421
17,317,0.0
17,318,196.68174628736844
17,319,106.90509332736842
17,320,75.60139196631579
17,321,0.0
17,322,0.0
17,323,0.0
17,324,0.0
17,325,0.0
18,301,66.55615309894738
18,302,59.7772856536842
18,303,110.92692183157895
18,304,45.60329008631579
18,305,43.75450805578947
18,306,83.81145205052631
18,307,77.03258460526315
18,308,105.38057574
18,309,107.84561844736841
18,310,120.17083198421052
18,311,0.0
18,312,0.0
18,313,163.30907936315788
18,314,119.5545713073684
18,315,195.35463455894734
18,316,61.62606768421052
18,317,0.0
18,318,205.21480538842104
18,319,111.54318250842104
18,320,78.88136663578946
18,321,0.0
18,322,0.0
18,323,0.0
18,324,0.0
18,325,0.0
19,301,68.05947486315789
19,302,61.127491312280696
19,303,113.43245810526315
19,304,46.63334388771929
19,305,44.74280291929824
19,306,85.70452390175438
19,307,78.77254035087718
19,308,107.76083519999999
19,309,110.28155649122806
19,310,122.88516294736841
19,311,0.0
19,312,0.0
19,313,166.99778554385964
19,314,122.25498262456139
19,315,199.76716232982454
19,316,63.018032280701746
19,317,0.0
19,318,209.85004749473683
19,319,114.06263842807016
19,320,80.66308131929823
19,321,0.0
19,322,0.0
19,323,0.0
19,324,0.0
19,325,0.0
20,301,65.46282821052631
20,302,58.795317929824556
20,303,109.10471368421052
20,304,44.85416007017543
20,305,43.03574817543859
20,306,82.4346725614035
20,307,75.76716228070174
20,308,103.64947799999999
20,309,106.07402719298244
20,310,118.19677315789474
20,311,0.0
20,312,0.0
20,313,160.6263840350877
20,314,117.59063585964911
20,315,192.14552354385964
20,316,60.613729824561396
20,317,0.0
20,318,201.84372031578948
20,319,109.71085098245612
20,320,77.58557417543858
20,321,0.0
20,322,0.0
20,323,0.0
20,324,0.0
20,325,0.0
21,301,61.27744384421053
21,302,55.036222711929824
21,303,102.12907307368421
21,304,41.986396708070174
21,305,40.28424549017544
21,306,77.1641885445614
21,307,70.9229674122807
21,308,97.02261942
21,309,99.29215437719297
21,310,110.6398291631579
21,311,0.0
21,312,0.0
21,313,150.35669091403508
21,314,110.07244542385965
21,315,179.86064535754386
21,316,56.738373929824554
21,317,0.0
21,318,188.93878518631578
21,319,102.69645681298245
21,320,72.62511863017544
21,321,0.0
21,322,0.0
21,323,0.0
21,324,0.0
21,325,0.0
22,301,57.467889890526315
22,302,51.61467888315789
22,303,95.77981648421053
22,304,39.3761467768421
22,305,37.77981650210526
22,306,72.36697245473684
22,307,66.51376144736841
22,308,90.99082566
22,309,93.11926602631578
22,310,103.76146785789474
22,311,0.0
22,312,0.0
22,313,141.00917426842105
22,314,103.22935776631579
22,315,168.6788990305263
22,316,53.21100915789473
22,317,0.0
22,318,177.19266049578948
22,319,96.31192657578946
22,320,68.11009172210525
22,321,0.0
22,322,0.0
22,323,0.0
22,324,0.0
22,325,0.0
23,301,52.90667511157895
23,302,47.518032276140346
23,303,88.17779185263159
23,304,36.250869983859644
23,305,34.78124011964912
23,306,66.62322051087719
23,307,61.234577675438594
23,308,83.76890225999999
23,309,85.72840874561403
23,310,95.52594117368422
23,311,0.0
23,312,0.0
23,313,129.81730467192983
23,314,95.03606455228069
23,315,155.29088898491227
23,316,48.98766214035088
23,317,0.0
23,318,163.12891492736844
23,319,88.66766847403508
23,320,62.70420753964912
23,321,0.0
23,322,0.0
23,323,0.0
23,324,0.0
23,325,0.0
24,301,48.84087315789474
24,302,43.86633978070176
24,303,81.4014552631579
24,304,33.465042719298246
24,305,32.108351798245614
24,306,61.50332175438597
24,307,56.52878837719298
24,308,77.3313825
24,309,79.14030372807018
24,310,88.18490986842106
24,311,0.0
24,312,0.0
24,313,119.84103135964912
24,314,87.73267956140351
24,315,143.3570073245614
24,316,45.22303070175439
24,317,0.0
24,318,150.5926922368421
24,319,81.85368557017544
24,320,57.88547929824561
24,321,0.0
24,322,0.0
24,323,0.0
24,324,0.0
24,325,0.0
