timepoint,Gen_Index,available,Capacity,Fuel_Cost
3,322_HYDRO_2,1,7.387500000000002,0.0
3,322_HYDRO_3,1,7.387500000000002,0.0
3,322_HYDRO_4,1,7.387500000000002,0.0
3,320_PV_1,1,31.225000000000005,0.0
3,314_PV_1,1,30.441666666666666,0.0
3,314_PV_2,1,30.108333333333334,0.0
3,313_PV_1,1,46.71666666666667,0.0
3,314_PV_3,1,48.63333333333333,0.0
3,314_PV_4,1,31.491666666666664,0.0
3,313_PV_2,1,45.35,0.0
3,310_PV_1,1,29.800000000000008,0.0
3,324_PV_1,1,30.666666666666668,0.0
3,312_PV_1,1,46.89166666666667,0.0
3,310_PV_2,1,30.016666666666662,0.0
3,324_PV_2,1,31.025000000000006,0.0
3,324_PV_3,1,30.358333333333334,0.0
3,319_PV_1,1,118.44166666666668,0.0
3,308_RTPV_1,1,32.583333333333336,0.0
3,313_RTPV_1,1,31.83333333333334,0.0
3,313_RTPV_2,1,19.90833333333333,0.0
3,313_RTPV_3,1,19.408333333333335,0.0
3,313_RTPV_4,1,19.266666666666666,0.0
3,313_RTPV_5,1,21.249999999999996,0.0
3,313_RTPV_6,1,19.858333333333334,0.0
3,313_RTPV_7,1,21.316666666666666,0.0
3,313_RTPV_8,1,20.3,0.0
3,313_RTPV_9,1,21.474999999999998,0.0
3,313_RTPV_10,1,21.400000000000002,0.0
3,313_RTPV_11,1,21.875,0.0
3,313_RTPV_12,1,9.5,0.0
3,320_RTPV_1,1,9.341666666666667,0.0
3,320_RTPV_2,1,9.283333333333333,0.0
3,320_RTPV_3,1,9.291666666666666,0.0
3,313_RTPV_13,1,8.841666666666667,0.0
3,320_RTPV_4,1,9.633333333333333,0.0
3,320_RTPV_5,1,9.083333333333332,0.0
3,320_RTPV_6,1,3.3333333333333335,0.0
3,309_WIND_1,1,136.61666666666667,0.0
3,317_WIND_1,1,769.2916666666666,0.0
3,303_WIND_1,1,749.6166666666667,0.0
4,301_CT_1,1,20.0,105.36724140000001
4,301_CT_2,1,20.0,105.36724140000001
4,301_CT_3,1,55.0,43.74288666
4,301_CT_4,1,55.0,43.74288666
4,302_CT_1,1,20.0,105.36724140000001
4,302_CT_2,1,20.0,105.36724140000001
4,302_CT_3,1,55.0,38.63507958
4,302_CT_4,1,55.0,38.63507958
4,307_CT_1,1,55.0,35.47476972
4,307_CT_2,1,55.0,35.47476972
4,313_CC_1,1,355.0,33.75273126
4,315_STEAM_1,1,12.0,124.0996554
4,315_STEAM_2,1,12.0,124.0996554
4,315_STEAM_3,1,12.0,124.0996554
4,315_STEAM_4,1,12.0,124.0996554
4,315_STEAM_5,1,12.0,124.0996554
4,315_CT_6,1,55.0,31.8557679
4,315_CT_7,1,55.0,31.8557679
4,315_CT_8,1,55.0,31.8557679
4,316_STEAM_1,1,155.0,27.274698980000004
4,318_CC_1,1,355.0,31.52924142
4,321_CC_1,1,355.0,33.94709226
4,322_CT_5,1,55.0,27.89469072
4,322_CT_6,1,55.0,27.89469072
4,323_CC_1,1,355.0,31.727489639999995
4,323_CC_2,1,355.0,31.727489639999995
4,322_HYDRO_1,1,7.1875,0.0
4,322_HYDRO_2,1,7.1875,0.0
4,322_HYDRO_3,1,7.1875,0.0
4,322_HYDRO_4,1,7.1875,0.0
4,320_PV_1,1,35.949999999999996,0.0
4,314_PV_1,1,34.375,0.0
4,314_PV_2,1,32.958333333333336,0.0
4,313_PV_1,1,60.94166666666666,0.0
4,314_PV_3,1,64.25,0.0
4,314_PV_4,1,35.26666666666667,0.0
4,313_PV_2,1,60.48333333333334,0.0
4,310_PV_1,1,35.916666666666664,0.0
4,324_PV_1,1,32.61666666666666,0.0
4,312_PV_1,1,63.34166666666666,0.0
4,310_PV_2,1,36.56666666666667,0.0
4,324_PV_2,1,34.30833333333333,0.0
4,324_PV_3,1,35.12499999999999,0.0
4,319_PV_1,1,131.10833333333335,0.0
4,308_RTPV_1,1,54.03333333333333,0.0
4,313_RTPV_1,1,54.75,0.0
4,313_RTPV_2,1,34.00833333333333,0.0
4,313_RTPV_3,1,34.11666666666667,0.0
4,313_RTPV_4,1,31.025000000000002,0.0
4,313_RTPV_5,1,35.44166666666667,0.0
4,313_RTPV_6,1,33.233333333333334,0.0
4,313_RTPV_7,1,35.65,0.0
4,313_RTPV_8,1,34.68333333333333,0.0
4,313_RTPV_9,1,35.61666666666667,0.0
4,313_RTPV_10,1,35.85,0.0
4,313_RTPV_11,1,33.900000000000006,0.0
4,313_RTPV_12,1,16.033333333333335,0.0
4,320_RTPV_1,1,15.733333333333334,0.0
4,320_RTPV_2,1,16.133333333333333,0.0
4,320_RTPV_3,1,15.333333333333336,0.0
4,313_RTPV_13,1,14.658333333333333,0.0
4,320_RTPV_4,1,15.791666666666666,0.0
4,320_RTPV_5,1,14.375,0.0
4,320_RTPV_6,1,5.166666666666667,0.0
4,309_WIND_1,1,135.49166666666665,0.0
4,317_WIND_1,1,662.0916666666668,0.0
4,303_WIND_1,1,667.8000000000001,0.0
5,301_CT_1,1,20.0,105.36724140000001
5,301_CT_2,1,20.0,105.36724140000001
5,301_CT_3,1,55.0,43.74288666
5,301_CT_4,1,55.0,43.74288666
5,302_CT_1,1,20.0,105.36724140000001
5,302_CT_2,1,20.0,105.36724140000001
5,302_CT_3,1,55.0,38.63507958
5,302_CT_4,1,55.0,38.63507958
5,307_CT_1,1,55.0,35.47476972
5,307_CT_2,1,55.0,35.47476972
5,313_CC_1,1,355.0,33.75273126
5,315_STEAM_1,1,12.0,124.0996554
5,315_STEAM_2,1,12.0,124.0996554
5,315_STEAM_3,1,12.0,124.0996554
5,315_STEAM_4,1,12.0,124.0996554
5,315_STEAM_5,1,12.0,124.0996554
5,315_CT_6,1,55.0,31.8557679
5,315_CT_7,1,55.0,31.8557679
5,315_CT_8,1,55.0,31.8557679
5,316_STEAM_1,1,155.0,27.274698980000004
5,318_CC_1,1,355.0,31.52924142
5,321_CC_1,1,355.0,33.94709226
5,322_CT_5,1,55.0,27.89469072
5,322_CT_6,1,55.0,27.89469072
5,323_CC_1,1,355.0,31.727489639999995
5,323_CC_2,1,355.0,31.727489639999995
5,322_HYDRO_1,1,7.220833333333334,0.0
5,322_HYDRO_2,1,7.220833333333334,0.0
5,322_HYDRO_3,1,7.220833333333334,0.0
5,322_HYDRO_4,1,7.220833333333334,0.0
5,320_PV_1,1,38.01666666666666,0.0
5,314_PV_1,1,32.541666666666664,0.0
5,314_PV_2,1,29.36666666666667,0.0
5,313_PV_1,1,66.34166666666668,0.0
5,314_PV_3,1,69.98333333333333,0.0
5,314_PV_4,1,34.88333333333333,0.0
5,313_PV_2,1,67.66666666666667,0.0
5,310_PV_1,1,36.25,0.0
5,324_PV_1,1,32.041666666666664,0.0
5,312_PV_1,1,70.83333333333333,0.0
5,310_PV_2,1,39.791666666666664,0.0
5,324_PV_2,1,33.74166666666667,0.0
5,324_PV_3,1,34.15833333333333,0.0
5,319_PV_1,1,134.99166666666667,0.0
5,308_RTPV_1,1,66.61666666666666,0.0
5,313_RTPV_1,1,67.23333333333333,0.0
5,313_RTPV_2,1,41.66666666666667,0.0
5,313_RTPV_3,1,42.74166666666667,0.0
5,313_RTPV_4,1,38.12500000000001,0.0
5,313_RTPV_5,1,43.89166666666667,0.0
5,313_RTPV_6,1,40.79166666666667,0.0
5,313_RTPV_7,1,45.35833333333334,0.0
5,313_RTPV_8,1,43.95000000000001,0.0
5,313_RTPV_9,1,44.0,0.0
5,313_RTPV_10,1,43.88333333333333,0.0
5,313_RTPV_11,1,39.2,0.0
5,313_RTPV_12,1,19.650000000000002,0.0
5,320_RTPV_1,1,19.408333333333335,0.0
5,320_RTPV_2,1,20.21666666666667,0.0
5,320_RTPV_3,1,19.066666666666666,0.0
5,313_RTPV_13,1,18.425,0.0
5,320_RTPV_4,1,19.458333333333332,0.0
5,320_RTPV_5,1,18.400000000000002,0.0
5,320_RTPV_6,1,6.266666666666666,0.0
5,309_WIND_1,1,130.04999999999998,0.0
5,317_WIND_1,1,763.4916666666668,0.0
5,303_WIND_1,1,636.4333333333333,0.0
6,301_CT_1,1,20.0,105.36724140000001
6,301_CT_2,1,20.0,105.36724140000001
6,301_CT_3,1,55.0,43.74288666
6,301_CT_4,1,55.0,43.74288666
6,302_CT_1,1,20.0,105.36724140000001
6,302_CT_2,1,20.0,105.36724140000001
6,302_CT_3,1,55.0,38.63507958
6,302_CT_4,1,55.0,38.63507958
6,307_CT_1,1,55.0,35.47476972
6,307_CT_2,1,55.0,35.47476972
6,313_CC_1,1,355.0,33.75273126
6,315_STEAM_1,1,12.0,124.0996554
6,315_STEAM_2,1,12.0,124.0996554
6,315_STEAM_3,1,12.0,124.0996554
6,315_STEAM_4,1,12.0,124.0996554
6,315_STEAM_5,1,12.0,124.0996554
6,315_CT_6,1,55.0,31.8557679
6,315_CT_7,1,55.0,31.8557679
6,315_CT_8,1,55.0,31.8557679
6,316_STEAM_1,1,155.0,27.274698980000004
6,318_CC_1,1,355.0,31.52924142
6,321_CC_1,1,355.0,33.94709226
6,322_CT_5,1,55.0,27.89469072
6,322_CT_6,1,55.0,27.89469072
6,323_CC_1,1,355.0,31.727489639999995
6,323_CC_2,1,355.0,31.727489639999995
6,322_HYDRO_1,1,7.170833333333334,0.0
6,322_HYDRO_2,1,7.170833333333334,0.0
6,322_HYDRO_3,1,7.170833333333334,0.0
6,322_HYDRO_4,1,7.170833333333334,0.0
6,320_PV_1,1,38.625,0.0
6,314_PV_1,1,32.016666666666666,0.0
6,314_PV_2,1,29.5,0.0
6,313_PV_1,1,68.87500000000001,0.0
6,314_PV_3,1,69.94166666666668,0.0
6,314_PV_4,1,36.016666666666666,0.0
6,313_PV_2,1,69.22500000000001,0.0
6,310_PV_1,1,34.15,0.0
6,324_PV_1,1,31.524999999999995,0.0
6,312_PV_1,1,72.84166666666667,0.0
6,310_PV_2,1,39.1,0.0
6,324_PV_2,1,32.81666666666667,0.0
6,324_PV_3,1,33.35,0.0
6,319_PV_1,1,135.78333333333333,0.0
6,308_RTPV_1,1,75.25000000000001,0.0
6,313_RTPV_1,1,76.64166666666667,0.0
6,313_RTPV_2,1,45.0,0.0
6,313_RTPV_3,1,44.69166666666666,0.0
6,313_RTPV_4,1,42.24166666666667,0.0
6,313_RTPV_5,1,48.35833333333333,0.0
6,313_RTPV_6,1,44.083333333333336,0.0
6,313_RTPV_7,1,49.633333333333326,0.0
6,313_RTPV_8,1,47.725,0.0
6,313_RTPV_9,1,48.008333333333326,0.0
6,313_RTPV_10,1,48.04166666666666,0.0
6,313_RTPV_11,1,41.68333333333334,0.0
6,313_RTPV_12,1,20.874999999999996,0.0
6,320_RTPV_1,1,21.058333333333334,0.0
6,320_RTPV_2,1,21.95,0.0
6,320_RTPV_3,1,19.883333333333333,0.0
6,313_RTPV_13,1,20.325,0.0
6,320_RTPV_4,1,21.34166666666667,0.0
6,320_RTPV_5,1,19.425,0.0
6,320_RTPV_6,1,6.866666666666667,0.0
6,309_WIND_1,1,144.20833333333331,0.0
6,317_WIND_1,1,776.2833333333333,0.0
6,303_WIND_1,1,689.5416666666666,0.0
7,301_CT_1,1,20.0,105.36724140000001
7,301_CT_2,1,20.0,105.36724140000001
7,301_CT_3,1,55.0,43.74288666
7,301_CT_4,1,55.0,43.74288666
7,302_CT_1,1,20.0,105.36724140000001
7,302_CT_2,1,20.0,105.36724140000001
7,302_CT_3,1,55.0,38.63507958
7,302_CT_4,1,55.0,38.63507958
7,307_CT_1,1,55.0,35.47476972
7,307_CT_2,1,55.0,35.47476972
7,313_CC_1,1,355.0,33.75273126
7,315_STEAM_1,1,12.0,124.0996554
7,315_STEAM_2,1,12.0,124.0996554
7,315_STEAM_3,1,12.0,124.0996554
7,315_STEAM_4,1,12.0,124.0996554
7,315_STEAM_5,1,12.0,124.0996554
7,315_CT_6,1,55.0,31.8557679
7,315_CT_7,1,55.0,31.8557679
7,315_CT_8,1,55.0,31.8557679
7,316_STEAM_1,1,155.0,27.274698980000004
7,318_CC_1,1,355.0,31.52924142
7,321_CC_1,1,355.0,33.94709226
7,322_CT_5,1,55.0,27.89469072
7,322_CT_6,1,55.0,27.89469072
7,323_CC_1,1,355.0,31.727489639999995
7,323_CC_2,1,355.0,31.727489639999995
7,322_HYDRO_1,1,10.216666666666667,0.0
7,322_HYDRO_2,1,10.216666666666667,0.0
7,322_HYDRO_3,1,10.216666666666667,0.0
7,322_HYDRO_4,1,10.216666666666667,0.0
7,320_PV_1,1,38.98333333333333,0.0
7,314_PV_1,1,33.50833333333334,0.0
7,314_PV_2,1,33.833333333333336,0.0
7,313_PV_1,1,70.31666666666668,0.0
7,314_PV_3,1,69.7,0.0
7,314_PV_4,1,36.61666666666667,0.0
7,313_PV_2,1,69.475,0.0
7,310_PV_1,1,34.800000000000004,0.0
7,324_PV_1,1,30.358333333333334,0.0
7,312_PV_1,1,74.36666666666669,0.0
7,310_PV_2,1,38.725,0.0
7,324_PV_2,1,32.949999999999996,0.0
7,324_PV_3,1,32.725,0.0
7,319_PV_1,1,143.85833333333332,0.0
7,308_RTPV_1,1,78.89166666666667,0.0
7,313_RTPV_1,1,78.60833333333333,0.0
7,313_RTPV_2,1,44.60833333333333,0.0
7,313_RTPV_3,1,45.300000000000004,0.0
7,313_RTPV_4,1,43.199999999999996,0.0
7,313_RTPV_5,1,49.35833333333333,0.0
7,313_RTPV_6,1,43.275000000000006,0.0
7,313_RTPV_7,1,47.841666666666676,0.0
7,313_RTPV_8,1,48.46666666666666,0.0
7,313_RTPV_9,1,48.06666666666666,0.0
7,313_RTPV_10,1,49.50833333333335,0.0
7,313_RTPV_11,1,43.88333333333333,0.0
7,313_RTPV_12,1,19.983333333333334,0.0
7,320_RTPV_1,1,21.683333333333334,0.0
7,320_RTPV_2,1,22.641666666666666,0.0
7,320_RTPV_3,1,19.566666666666666,0.0
7,313_RTPV_13,1,20.025,0.0
7,320_RTPV_4,1,21.325000000000003,0.0
7,320_RTPV_5,1,17.625,0.0
7,320_RTPV_6,1,6.700000000000002,0.0
7,309_WIND_1,1,144.4,0.0
7,317_WIND_1,1,783.8749999999999,0.0
7,303_WIND_1,1,591.275,0.0
8,301_CT_1,1,20.0,105.36724140000001
8,301_CT_2,1,20.0,105.36724140000001
8,301_CT_3,1,55.0,43.74288666
8,301_CT_4,1,55.0,43.74288666
8,302_CT_1,1,20.0,105.36724140000001
8,302_CT_2,1,20.0,105.36724140000001
8,302_CT_3,1,55.0,38.63507958
8,302_CT_4,1,55.0,38.63507958
8,307_CT_1,1,55.0,35.47476972
8,307_CT_2,1,55.0,35.47476972
8,313_CC_1,1,355.0,33.75273126
8,315_STEAM_1,1,12.0,124.0996554
8,315_STEAM_2,1,12.0,124.0996554
8,315_STEAM_3,1,12.0,124.0996554
8,315_STEAM_4,1,12.0,124.0996554
8,315_STEAM_5,1,12.0,124.0996554
8,315_CT_6,1,55.0,31.8557679
8,315_CT_7,1,55.0,31.8557679
8,315_CT_8,1,55.0,31.8557679
8,316_STEAM_1,1,155.0,27.274698980000004
8,318_CC_1,1,355.0,31.52924142
8,321_CC_1,1,355.0,33.94709226
8,322_CT_5,1,55.0,27.89469072
8,322_CT_6,1,55.0,27.89469072
8,323_CC_1,1,355.0,31.727489639999995
8,323_CC_2,1,355.0,31.727489639999995
8,322_HYDRO_1,1,15.741666666666667,0.0
8,322_HYDRO_2,1,15.741666666666667,0.0
8,322_HYDRO_3,1,15.741666666666667,0.0
8,322_HYDRO_4,1,15.741666666666667,0.0
8,320_PV_1,1,39.108333333333334,0.0
8,314_PV_1,1,32.708333333333336,0.0
8,314_PV_2,1,26.691666666666666,0.0
8,313_PV_1,1,68.48333333333333,0.0
8,314_PV_3,1,66.95,0.0
8,314_PV_4,1,36.73333333333333,0.0
8,313_PV_2,1,67.71666666666667,0.0
8,310_PV_1,1,36.050000000000004,0.0
8,324_PV_1,1,29.758333333333336,0.0
8,312_PV_1,1,72.31666666666668,0.0
8,310_PV_2,1,39.425000000000004,0.0
8,324_PV_2,1,32.7,0.0
8,324_PV_3,1,32.35,0.0
8,319_PV_1,1,136.43333333333334,0.0
8,308_RTPV_1,1,72.59166666666667,0.0
8,313_RTPV_1,1,74.03333333333333,0.0
8,313_RTPV_2,1,39.816666666666656,0.0
8,313_RTPV_3,1,39.74166666666667,0.0
8,313_RTPV_4,1,40.016666666666666,0.0
8,313_RTPV_5,1,45.34166666666667,0.0
8,313_RTPV_6,1,42.25833333333333,0.0
8,313_RTPV_7,1,41.24166666666667,0.0
8,313_RTPV_8,1,45.975,0.0
8,313_RTPV_9,1,44.34166666666666,0.0
8,313_RTPV_10,1,46.62499999999999,0.0
8,313_RTPV_11,1,40.94166666666667,0.0
8,313_RTPV_12,1,17.59166666666667,0.0
8,320_RTPV_1,1,19.808333333333334,0.0
8,320_RTPV_2,1,21.416666666666668,0.0
8,320_RTPV_3,1,17.783333333333335,0.0
8,313_RTPV_13,1,18.64166666666667,0.0
8,320_RTPV_4,1,19.999999999999996,0.0
8,320_RTPV_5,1,15.616666666666667,0.0
8,320_RTPV_6,1,6.108333333333333,0.0
8,309_WIND_1,1,137.33333333333334,0.0
8,317_WIND_1,1,780.3250000000002,0.0
8,303_WIND_1,1,770.3083333333334,0.0
9,301_CT_1,1,20.0,105.36724140000001
9,301_CT_2,1,20.0,105.36724140000001
9,301_CT_3,1,55.0,43.74288666
9,301_CT_4,1,55.0,43.74288666
9,302_CT_1,1,20.0,105.36724140000001
9,302_CT_2,1,20.0,105.36724140000001
9,302_CT_3,1,55.0,38.63507958
9,302_CT_4,1,55.0,38.63507958
9,307_CT_1,1,55.0,35.47476972
9,307_CT_2,1,55.0,35.47476972
9,313_CC_1,1,355.0,33.75273126
9,315_STEAM_1,1,12.0,124.0996554
9,315_STEAM_2,1,12.0,124.0996554
9,315_STEAM_3,1,12.0,124.0996554
9,315_STEAM_4,1,12.0,124.0996554
9,315_STEAM_5,1,12.0,124.0996554
9,315_CT_6,1,55.0,31.8557679
9,315_CT_7,1,55.0,31.8557679
9,315_CT_8,1,55.0,31.8557679
9,316_STEAM_1,1,155.0,27.274698980000004
9,318_CC_1,1,355.0,31.52924142
9,321_CC_1,1,355.0,33.94709226
9,322_CT_5,1,55.0,27.89469072
9,322_CT_6,1,55.0,27.89469072
9,323_CC_1,1,355.0,31.727489639999995
9,323_CC_2,1,355.0,31.727489639999995
9,322_HYDRO_1,1,15.420833333333336,0.0
9,322_HYDRO_2,1,15.420833333333336,0.0
9,322_HYDRO_3,1,15.420833333333336,0.0
9,322_HYDRO_4,1,15.420833333333336,0.0
9,320_PV_1,1,38.38333333333333,0.0
9,314_PV_1,1,31.45,0.0
9,314_PV_2,1,37.25,0.0
9,313_PV_1,1,66.38333333333333,0.0
9,314_PV_3,1,62.708333333333336,0.0
9,314_PV_4,1,38.091666666666676,0.0
9,313_PV_2,1,62.383333333333326,0.0
9,310_PV_1,1,35.71666666666666,0.0
9,324_PV_1,1,29.808333333333337,0.0
9,312_PV_1,1,69.12500000000001,0.0
9,310_PV_2,1,34.69166666666667,0.0
9,324_PV_2,1,34.058333333333344,0.0
9,324_PV_3,1,32.98333333333333,0.0
9,319_PV_1,1,129.425,0.0
9,308_RTPV_1,1,57.008333333333326,0.0
9,313_RTPV_1,1,61.824999999999996,0.0
9,313_RTPV_2,1,32.16666666666667,0.0
9,313_RTPV_3,1,32.30833333333334,0.0
9,313_RTPV_4,1,32.71666666666667,0.0
9,313_RTPV_5,1,36.16666666666667,0.0
9,313_RTPV_6,1,34.78333333333333,0.0
9,313_RTPV_7,1,33.3,0.0
9,313_RTPV_8,1,38.56666666666667,0.0
9,313_RTPV_9,1,37.84166666666666,0.0
9,313_RTPV_10,1,37.65,0.0
9,313_RTPV_11,1,32.44166666666667,0.0
9,313_RTPV_12,1,14.508333333333333,0.0
9,320_RTPV_1,1,16.575,0.0
9,320_RTPV_2,1,17.89166666666667,0.0
9,320_RTPV_3,1,15.075000000000001,0.0
9,313_RTPV_13,1,15.258333333333333,0.0
9,320_RTPV_4,1,15.75,0.0
9,320_RTPV_5,1,12.508333333333333,0.0
9,320_RTPV_6,1,5.091666666666667,0.0
9,309_WIND_1,1,146.00833333333333,0.0
9,317_WIND_1,1,777.0666666666665,0.0
9,303_WIND_1,1,808.4250000000002,0.0
10,301_CT_1,1,20.0,105.36724140000001
10,301_CT_2,1,20.0,105.36724140000001
10,301_CT_3,1,55.0,43.74288666
10,301_CT_4,1,55.0,43.74288666
10,302_CT_1,1,20.0,105.36724140000001
10,302_CT_2,1,20.0,105.36724140000001
