timepoint,Gen_Index,available,Capacity,Fuel_Cost
3,322_HYDRO_2,1,43.53333333333333,0.0
3,322_HYDRO_3,1,43.53333333333333,0.0
3,322_HYDRO_4,1,43.53333333333333,0.0
3,320_PV_1,1,28.700000000000003,0.0
3,314_PV_1,1,28.666666666666668,0.0
3,314_PV_2,1,29.849999999999998,0.0
3,313_PV_1,1,43.53333333333334,0.0
3,314_PV_3,1,46.19166666666667,0.0
3,314_PV_4,1,28.875000000000004,0.0
3,313_PV_2,1,44.1,0.0
3,310_PV_1,1,28.291666666666668,0.0
3,324_PV_1,1,29.10833333333333,0.0
3,312_PV_1,1,44.25833333333333,0.0
3,310_PV_2,1,28.800000000000008,0.0
3,324_PV_2,1,28.608333333333338,0.0
3,324_PV_3,1,28.616666666666664,0.0
3,319_PV_1,1,107.43333333333334,0.0
3,308_RTPV_1,1,29.083333333333332,0.0
3,313_RTPV_1,1,31.299999999999994,0.0
3,313_RTPV_2,1,18.916666666666668,0.0
3,313_RTPV_3,1,16.474999999999998,0.0
3,313_RTPV_4,1,17.766666666666662,0.0
3,313_RTPV_5,1,18.2,0.0
3,313_RTPV_6,1,18.091666666666665,0.0
3,313_RTPV_7,1,18.641666666666666,0.0
3,313_RTPV_8,1,18.95,0.0
3,313_RTPV_9,1,19.64166666666667,0.0
3,313_RTPV_10,1,19.583333333333332,0.0
3,313_RTPV_11,1,20.049999999999997,0.0
3,313_RTPV_12,1,8.991666666666665,0.0
3,320_RTPV_1,1,9.016666666666667,0.0
3,320_RTPV_2,1,8.775,0.0
3,320_RTPV_3,1,8.975,0.0
3,313_RTPV_13,1,8.275,0.0
3,320_RTPV_4,1,8.75,0.0
3,320_RTPV_5,1,8.65,0.0
3,320_RTPV_6,1,3.15,0.0
3,309_WIND_1,1,76.49166666666665,0.0
3,317_WIND_1,1,564.85,0.0
3,303_WIND_1,1,657.9166666666666,0.0
4,301_CT_1,1,20.0,105.36724140000001
4,301_CT_2,1,20.0,105.36724140000001
4,301_CT_3,1,55.0,43.74288666
4,301_CT_4,1,55.0,43.74288666
4,302_CT_1,1,20.0,105.36724140000001
4,302_CT_2,1,20.0,105.36724140000001
4,302_CT_3,1,55.0,38.63507958
4,302_CT_4,1,55.0,38.63507958
4,307_CT_1,1,55.0,35.47476972
4,307_CT_2,1,55.0,35.47476972
4,313_CC_1,1,355.0,33.75273126
4,315_STEAM_1,1,12.0,124.0996554
4,315_STEAM_2,1,12.0,124.0996554
4,315_STEAM_3,1,12.0,124.0996554
4,315_STEAM_4,1,12.0,124.0996554
4,315_STEAM_5,1,12.0,124.0996554
4,315_CT_6,1,55.0,31.8557679
4,315_CT_7,1,55.0,31.8557679
4,315_CT_8,1,55.0,31.8557679
4,316_STEAM_1,1,155.0,27.274698980000004
4,318_CC_1,1,355.0,31.52924142
4,321_CC_1,1,355.0,33.94709226
4,322_CT_5,1,55.0,27.89469072
4,322_CT_6,1,55.0,27.89469072
4,323_CC_1,1,355.0,31.727489639999995
4,323_CC_2,1,355.0,31.727489639999995
4,322_HYDRO_1,1,35.270833333333336,0.0
4,322_HYDRO_2,1,35.270833333333336,0.0
4,322_HYDRO_3,1,35.270833333333336,0.0
4,322_HYDRO_4,1,35.270833333333336,0.0
4,320_PV_1,1,33.2,0.0
4,314_PV_1,1,34.09166666666667,0.0
4,314_PV_2,1,33.73333333333334,0.0
4,313_PV_1,1,57.94166666666666,0.0
4,314_PV_3,1,58.21666666666666,0.0
4,314_PV_4,1,34.3,0.0
4,313_PV_2,1,58.474999999999994,0.0
4,310_PV_1,1,32.21666666666667,0.0
4,324_PV_1,1,33.625,0.0
4,312_PV_1,1,59.75833333333333,0.0
4,310_PV_2,1,34.74166666666667,0.0
4,324_PV_2,1,33.266666666666666,0.0
4,324_PV_3,1,33.87499999999999,0.0
4,319_PV_1,1,128.64999999999998,0.0
4,308_RTPV_1,1,52.18333333333334,0.0
4,313_RTPV_1,1,54.74999999999999,0.0
4,313_RTPV_2,1,31.008333333333336,0.0
4,313_RTPV_3,1,29.816666666666663,0.0
4,313_RTPV_4,1,27.95,0.0
4,313_RTPV_5,1,30.308333333333337,0.0
4,313_RTPV_6,1,32.474999999999994,0.0
4,313_RTPV_7,1,31.608333333333338,0.0
4,313_RTPV_8,1,33.416666666666664,0.0
4,313_RTPV_9,1,33.12499999999999,0.0
4,313_RTPV_10,1,32.975,0.0
4,313_RTPV_11,1,32.53333333333334,0.0
4,313_RTPV_12,1,14.766666666666666,0.0
4,320_RTPV_1,1,15.050000000000002,0.0
4,320_RTPV_2,1,14.950000000000001,0.0
4,320_RTPV_3,1,15.125,0.0
4,313_RTPV_13,1,13.549999999999999,0.0
4,320_RTPV_4,1,13.850000000000001,0.0
4,320_RTPV_5,1,14.300000000000002,0.0
4,320_RTPV_6,1,5.041666666666667,0.0
4,309_WIND_1,1,57.025,0.0
4,317_WIND_1,1,547.5166666666667,0.0
4,303_WIND_1,1,587.9250000000001,0.0
5,301_CT_1,1,20.0,105.36724140000001
5,301_CT_2,1,20.0,105.36724140000001
5,301_CT_3,1,55.0,43.74288666
5,301_CT_4,1,55.0,43.74288666
5,302_CT_1,1,20.0,105.36724140000001
5,302_CT_2,1,20.0,105.36724140000001
5,302_CT_3,1,55.0,38.63507958
5,302_CT_4,1,55.0,38.63507958
5,307_CT_1,1,55.0,35.47476972
5,307_CT_2,1,55.0,35.47476972
5,313_CC_1,1,355.0,33.75273126
5,315_STEAM_1,1,12.0,124.0996554
5,315_STEAM_2,1,12.0,124.0996554
5,315_STEAM_3,1,12.0,124.0996554
5,315_STEAM_4,1,12.0,124.0996554
5,315_STEAM_5,1,12.0,124.0996554
5,315_CT_6,1,55.0,31.8557679
5,315_CT_7,1,55.0,31.8557679
5,315_CT_8,1,55.0,31.8557679
5,316_STEAM_1,1,155.0,27.274698980000004
5,318_CC_1,1,355.0,31.52924142
5,321_CC_1,1,355.0,33.94709226
5,322_CT_5,1,55.0,27.89469072
5,322_CT_6,1,55.0,27.89469072
5,323_CC_1,1,355.0,31.727489639999995
5,323_CC_2,1,355.0,31.727489639999995
5,322_HYDRO_1,1,19.420833333333338,0.0
5,322_HYDRO_2,1,19.420833333333338,0.0
5,322_HYDRO_3,1,19.420833333333338,0.0
5,322_HYDRO_4,1,19.420833333333338,0.0
5,320_PV_1,1,34.916666666666664,0.0
5,314_PV_1,1,35.68333333333334,0.0
5,314_PV_2,1,32.46666666666666,0.0
5,313_PV_1,1,65.65833333333335,0.0
5,314_PV_3,1,61.833333333333336,0.0
5,314_PV_4,1,35.43333333333333,0.0
5,313_PV_2,1,63.333333333333336,0.0
5,310_PV_1,1,33.51666666666666,0.0
5,324_PV_1,1,32.14166666666667,0.0
5,312_PV_1,1,65.975,0.0
5,310_PV_2,1,36.50833333333333,0.0
5,324_PV_2,1,33.275,0.0
5,324_PV_3,1,34.416666666666664,0.0
5,319_PV_1,1,125.34166666666668,0.0
5,308_RTPV_1,1,66.60833333333333,0.0
5,313_RTPV_1,1,67.575,0.0
5,313_RTPV_2,1,40.06666666666666,0.0
5,313_RTPV_3,1,38.275000000000006,0.0
5,313_RTPV_4,1,34.55833333333333,0.0
5,313_RTPV_5,1,37.875,0.0
5,313_RTPV_6,1,40.80833333333333,0.0
5,313_RTPV_7,1,39.9,0.0
5,313_RTPV_8,1,40.96666666666666,0.0
5,313_RTPV_9,1,41.699999999999996,0.0
5,313_RTPV_10,1,42.25,0.0
5,313_RTPV_11,1,38.24166666666667,0.0
5,313_RTPV_12,1,18.316666666666666,0.0
5,320_RTPV_1,1,18.849999999999998,0.0
5,320_RTPV_2,1,19.058333333333334,0.0
5,320_RTPV_3,1,18.516666666666666,0.0
5,313_RTPV_13,1,16.375,0.0
5,320_RTPV_4,1,16.46666666666667,0.0
5,320_RTPV_5,1,16.525000000000002,0.0
5,320_RTPV_6,1,6.3,0.0
5,309_WIND_1,1,71.50000000000001,0.0
5,317_WIND_1,1,490.13333333333327,0.0
5,303_WIND_1,1,528.5583333333333,0.0
6,301_CT_1,1,20.0,105.36724140000001
6,301_CT_2,1,20.0,105.36724140000001
6,301_CT_3,1,55.0,43.74288666
6,301_CT_4,1,55.0,43.74288666
6,302_CT_1,1,20.0,105.36724140000001
6,302_CT_2,1,20.0,105.36724140000001
6,302_CT_3,1,55.0,38.63507958
6,302_CT_4,1,55.0,38.63507958
6,307_CT_1,1,55.0,35.47476972
6,307_CT_2,1,55.0,35.47476972
6,313_CC_1,1,355.0,33.75273126
6,315_STEAM_1,1,12.0,124.0996554
6,315_STEAM_2,1,12.0,124.0996554
6,315_STEAM_3,1,12.0,124.0996554
6,315_STEAM_4,1,12.0,124.0996554
6,315_STEAM_5,1,12.0,124.0996554
6,315_CT_6,1,55.0,31.8557679
6,315_CT_7,1,55.0,31.8557679
6,315_CT_8,1,55.0,31.8557679
6,316_STEAM_1,1,155.0,27.274698980000004
6,318_CC_1,1,355.0,31.52924142
6,321_CC_1,1,355.0,33.94709226
6,322_CT_5,1,55.0,27.89469072
6,322_CT_6,1,55.0,27.89469072
6,323_CC_1,1,355.0,31.727489639999995
6,323_CC_2,1,355.0,31.727489639999995
6,322_HYDRO_1,1,11.670833333333336,0.0
6,322_HYDRO_2,1,11.670833333333336,0.0
6,322_HYDRO_3,1,11.670833333333336,0.0
6,322_HYDRO_4,1,11.670833333333336,0.0
6,320_PV_1,1,35.733333333333334,0.0
6,314_PV_1,1,37.06666666666667,0.0
6,314_PV_2,1,32.40833333333334,0.0
6,313_PV_1,1,67.91666666666666,0.0
6,314_PV_3,1,63.49166666666665,0.0
6,314_PV_4,1,37.18333333333333,0.0
6,313_PV_2,1,65.54166666666666,0.0
6,310_PV_1,1,33.25,0.0
6,324_PV_1,1,32.87499999999999,0.0
6,312_PV_1,1,67.075,0.0
6,310_PV_2,1,35.125,0.0
6,324_PV_2,1,33.94166666666666,0.0
6,324_PV_3,1,33.96666666666666,0.0
6,319_PV_1,1,125.09999999999998,0.0
6,308_RTPV_1,1,72.21666666666665,0.0
6,313_RTPV_1,1,70.55,0.0
6,313_RTPV_2,1,44.116666666666674,0.0
6,313_RTPV_3,1,41.25,0.0
6,313_RTPV_4,1,37.94166666666667,0.0
6,313_RTPV_5,1,41.550000000000004,0.0
6,313_RTPV_6,1,44.59166666666666,0.0
6,313_RTPV_7,1,43.083333333333336,0.0
6,313_RTPV_8,1,41.541666666666664,0.0
6,313_RTPV_9,1,44.925000000000004,0.0
6,313_RTPV_10,1,44.46666666666667,0.0
6,313_RTPV_11,1,40.99999999999999,0.0
6,313_RTPV_12,1,19.025,0.0
6,320_RTPV_1,1,20.099999999999998,0.0
6,320_RTPV_2,1,20.475,0.0
6,320_RTPV_3,1,20.3,0.0
6,313_RTPV_13,1,17.691666666666666,0.0
6,320_RTPV_4,1,17.60833333333333,0.0
6,320_RTPV_5,1,17.14166666666667,0.0
6,320_RTPV_6,1,6.791666666666665,0.0
6,309_WIND_1,1,61.541666666666664,0.0
6,317_WIND_1,1,346.575,0.0
6,303_WIND_1,1,599.9916666666667,0.0
7,301_CT_1,1,20.0,105.36724140000001
7,301_CT_2,1,20.0,105.36724140000001
7,301_CT_3,1,55.0,43.74288666
7,301_CT_4,1,55.0,43.74288666
7,302_CT_1,1,20.0,105.36724140000001
7,302_CT_2,1,20.0,105.36724140000001
7,302_CT_3,1,55.0,38.63507958
7,302_CT_4,1,55.0,38.63507958
7,307_CT_1,1,55.0,35.47476972
7,307_CT_2,1,55.0,35.47476972
7,313_CC_1,1,355.0,33.75273126
7,315_STEAM_1,1,12.0,124.0996554
7,315_STEAM_2,1,12.0,124.0996554
7,315_STEAM_3,1,12.0,124.0996554
7,315_STEAM_4,1,12.0,124.0996554
7,315_STEAM_5,1,12.0,124.0996554
7,315_CT_6,1,55.0,31.8557679
7,315_CT_7,1,55.0,31.8557679
7,315_CT_8,1,55.0,31.8557679
7,316_STEAM_1,1,155.0,27.274698980000004
7,318_CC_1,1,355.0,31.52924142
7,321_CC_1,1,355.0,33.94709226
7,322_CT_5,1,55.0,27.89469072
7,322_CT_6,1,55.0,27.89469072
7,323_CC_1,1,355.0,31.727489639999995
7,323_CC_2,1,355.0,31.727489639999995
7,322_HYDRO_1,1,22.02916666666667,0.0
7,322_HYDRO_2,1,22.02916666666667,0.0
7,322_HYDRO_3,1,22.02916666666667,0.0
7,322_HYDRO_4,1,22.02916666666667,0.0
7,320_PV_1,1,34.55833333333333,0.0
7,314_PV_1,1,36.11666666666667,0.0
7,314_PV_2,1,32.13333333333333,0.0
7,313_PV_1,1,65.54166666666667,0.0
7,314_PV_3,1,64.36666666666667,0.0
7,314_PV_4,1,36.99166666666667,0.0
7,313_PV_2,1,59.208333333333336,0.0
7,310_PV_1,1,32.53333333333333,0.0
7,324_PV_1,1,32.30833333333334,0.0
7,312_PV_1,1,64.89166666666667,0.0
7,310_PV_2,1,33.166666666666664,0.0
7,324_PV_2,1,34.39166666666667,0.0
7,324_PV_3,1,34.84166666666667,0.0
7,319_PV_1,1,131.1,0.0
7,308_RTPV_1,1,71.58333333333333,0.0
7,313_RTPV_1,1,68.18333333333332,0.0
7,313_RTPV_2,1,45.37500000000001,0.0
7,313_RTPV_3,1,42.75,0.0
7,313_RTPV_4,1,40.325,0.0
7,313_RTPV_5,1,40.70833333333333,0.0
7,313_RTPV_6,1,43.38333333333333,0.0
7,313_RTPV_7,1,42.80833333333334,0.0
7,313_RTPV_8,1,41.15,0.0
7,313_RTPV_9,1,44.04999999999999,0.0
7,313_RTPV_10,1,44.574999999999996,0.0
7,313_RTPV_11,1,40.275,0.0
7,313_RTPV_12,1,18.425,0.0
7,320_RTPV_1,1,20.5,0.0
7,320_RTPV_2,1,20.333333333333332,0.0
7,320_RTPV_3,1,20.2,0.0
7,313_RTPV_13,1,17.883333333333336,0.0
7,320_RTPV_4,1,16.825,0.0
7,320_RTPV_5,1,17.091666666666665,0.0
7,320_RTPV_6,1,6.6499999999999995,0.0
7,309_WIND_1,1,80.08333333333333,0.0
7,317_WIND_1,1,309.6833333333334,0.0
7,303_WIND_1,1,720.5500000000001,0.0
8,301_CT_1,1,20.0,105.36724140000001
8,301_CT_2,1,20.0,105.36724140000001
8,301_CT_3,1,55.0,43.74288666
8,301_CT_4,1,55.0,43.74288666
8,302_CT_1,1,20.0,105.36724140000001
8,302_CT_2,1,20.0,105.36724140000001
8,302_CT_3,1,55.0,38.63507958
8,302_CT_4,1,55.0,38.63507958
8,307_CT_1,1,55.0,35.47476972
8,307_CT_2,1,55.0,35.47476972
8,313_CC_1,1,355.0,33.75273126
8,315_STEAM_1,1,12.0,124.0996554
8,315_STEAM_2,1,12.0,124.0996554
8,315_STEAM_3,1,12.0,124.0996554
8,315_STEAM_4,1,12.0,124.0996554
8,315_STEAM_5,1,12.0,124.0996554
8,315_CT_6,1,55.0,31.8557679
8,315_CT_7,1,55.0,31.8557679
8,315_CT_8,1,55.0,31.8557679
8,316_STEAM_1,1,155.0,27.274698980000004
8,318_CC_1,1,355.0,31.52924142
8,321_CC_1,1,355.0,33.94709226
8,322_CT_5,1,55.0,27.89469072
8,322_CT_6,1,55.0,27.89469072
8,323_CC_1,1,355.0,31.727489639999995
8,323_CC_2,1,355.0,31.727489639999995
8,322_HYDRO_1,1,31.304166666666664,0.0
8,322_HYDRO_2,1,31.304166666666664,0.0
8,322_HYDRO_3,1,31.304166666666664,0.0
8,322_HYDRO_4,1,31.304166666666664,0.0
8,320_PV_1,1,34.18333333333333,0.0
8,314_PV_1,1,33.583333333333336,0.0
8,314_PV_2,1,30.283333333333335,0.0
8,313_PV_1,1,63.333333333333336,0.0
8,314_PV_3,1,60.074999999999996,0.0
8,314_PV_4,1,35.61666666666667,0.0
8,313_PV_2,1,61.37500000000001,0.0
8,310_PV_1,1,32.26666666666666,0.0
8,324_PV_1,1,30.775000000000002,0.0
8,312_PV_1,1,61.88333333333333,0.0
8,310_PV_2,1,31.833333333333332,0.0
8,324_PV_2,1,32.66666666666667,0.0
8,324_PV_3,1,33.11666666666666,0.0
8,319_PV_1,1,138.51666666666665,0.0
8,308_RTPV_1,1,64.54166666666666,0.0
8,313_RTPV_1,1,63.350000000000016,0.0
8,313_RTPV_2,1,41.68333333333333,0.0
8,313_RTPV_3,1,39.51666666666667,0.0
8,313_RTPV_4,1,36.21666666666667,0.0
8,313_RTPV_5,1,36.25,0.0
8,313_RTPV_6,1,40.36666666666667,0.0
8,313_RTPV_7,1,39.30833333333334,0.0
8,313_RTPV_8,1,38.69166666666667,0.0
8,313_RTPV_9,1,39.91666666666666,0.0
8,313_RTPV_10,1,41.6,0.0
8,313_RTPV_11,1,37.391666666666666,0.0
8,313_RTPV_12,1,16.73333333333333,0.0
8,320_RTPV_1,1,18.816666666666666,0.0
8,320_RTPV_2,1,18.183333333333334,0.0
8,320_RTPV_3,1,18.525000000000002,0.0
8,313_RTPV_13,1,16.525000000000002,0.0
8,320_RTPV_4,1,15.233333333333333,0.0
8,320_RTPV_5,1,14.766666666666666,0.0
8,320_RTPV_6,1,6.150000000000001,0.0
8,309_WIND_1,1,82.28333333333333,0.0
8,317_WIND_1,1,296.8916666666667,0.0
8,303_WIND_1,1,713.5750000000002,0.0
9,301_CT_1,1,20.0,105.36724140000001
9,301_CT_2,1,20.0,105.36724140000001
9,301_CT_3,1,55.0,43.74288666
9,301_CT_4,1,55.0,43.74288666
9,302_CT_1,1,20.0,105.36724140000001
9,302_CT_2,1,20.0,105.36724140000001
9,302_CT_3,1,55.0,38.63507958
9,302_CT_4,1,55.0,38.63507958
9,307_CT_1,1,55.0,35.47476972
9,307_CT_2,1,55.0,35.47476972
9,313_CC_1,1,355.0,33.75273126
9,315_STEAM_1,1,12.0,124.0996554
9,315_STEAM_2,1,12.0,124.0996554
9,315_STEAM_3,1,12.0,124.0996554
9,315_STEAM_4,1,12.0,124.0996554
9,315_STEAM_5,1,12.0,124.0996554
9,315_CT_6,1,55.0,31.8557679
9,315_CT_7,1,55.0,31.8557679
9,315_CT_8,1,55.0,31.8557679
9,316_STEAM_1,1,155.0,27.274698980000004
9,318_CC_1,1,355.0,31.52924142
9,321_CC_1,1,355.0,33.94709226
9,322_CT_5,1,55.0,27.89469072
9,322_CT_6,1,55.0,27.89469072
9,323_CC_1,1,355.0,31.727489639999995
9,323_CC_2,1,355.0,31.727489639999995
9,322_HYDRO_1,1,30.274999999999995,0.0
9,322_HYDRO_2,1,30.274999999999995,0.0
9,322_HYDRO_3,1,30.274999999999995,0.0
9,322_HYDRO_4,1,30.274999999999995,0.0
9,320_PV_1,1,34.166666666666664,0.0
9,314_PV_1,1,32.60833333333334,0.0
9,314_PV_2,1,31.333333333333332,0.0
9,313_PV_1,1,60.68333333333333,0.0
9,314_PV_3,1,53.78333333333333,0.0
9,314_PV_4,1,34.80833333333333,0.0
9,313_PV_2,1,60.75000000000001,0.0
9,310_PV_1,1,32.19166666666666,0.0
9,324_PV_1,1,30.283333333333335,0.0
9,312_PV_1,1,58.225,0.0
9,310_PV_2,1,31.433333333333337,0.0
9,324_PV_2,1,32.95,0.0
9,324_PV_3,1,33.233333333333334,0.0
9,319_PV_1,1,134.14166666666665,0.0
9,308_RTPV_1,1,52.05833333333333,0.0
9,313_RTPV_1,1,53.56666666666667,0.0
9,313_RTPV_2,1,33.14166666666667,0.0
9,313_RTPV_3,1,29.641666666666662,0.0
9,313_RTPV_4,1,29.55,0.0
9,313_RTPV_5,1,27.166666666666668,0.0
9,313_RTPV_6,1,32.23333333333333,0.0
9,313_RTPV_7,1,30.891666666666666,0.0
9,313_RTPV_8,1,30.549999999999997,0.0
9,313_RTPV_9,1,32.85833333333333,0.0
9,313_RTPV_10,1,31.88333333333333,0.0
9,313_RTPV_11,1,29.691666666666663,0.0
9,313_RTPV_12,1,13.558333333333335,0.0
9,320_RTPV_1,1,14.908333333333333,0.0
9,320_RTPV_2,1,14.483333333333329,0.0
9,320_RTPV_3,1,14.4,0.0
9,313_RTPV_13,1,13.483333333333334,0.0
9,320_RTPV_4,1,13.04166666666667,0.0
9,320_RTPV_5,1,11.475,0.0
9,320_RTPV_6,1,4.8,0.0
9,309_WIND_1,1,65.10000000000001,0.0
9,317_WIND_1,1,207.79166666666666,0.0
9,303_WIND_1,1,693.0500000000001,0.0
10,301_CT_1,1,20.0,105.36724140000001
10,301_CT_2,1,20.0,105.36724140000001
10,301_CT_3,1,55.0,43.74288666
10,301_CT_4,1,55.0,43.74288666
10,302_CT_1,1,20.0,105.36724140000001
10,302_CT_2,1,20.0,105.36724140000001
10,302_CT_3,1,55.0,38.63507958
